56722	18019	0.5317553863432598
56722	17999	1.0
56722	218100	0.5317553863432598
56722	20852	1.0
18019	21787	0.5317553863432598
18019	18972	0.5317553863432598
18019	60505	0.5317553863432598
18019	19401	0.7285009696669187
18019	27056	0.5317553863432598
18019	69232	0.5317553863432598
18019	17927	0.3507458930771186
18019	16364	1.0
18019	19696	0.41590544153400877
18019	11303	0.5317553863432598
18019	11737	0.5317553863432598
18019	16160	0.41590544153400877
18019	16184	0.41590544153400877
18019	12902	0.5317553863432598
18019	20371	1.0
18019	16183	0.8028840503613737
18019	16153	0.9000116818472929
18019	16189	0.9413848125675786
18019	18132	0.5317553863432598
18019	15978	0.7393691551226449
18019	12477	0.41590544153400877
18019	12334	0.5317553863432598
18019	72512	1.0
18019	223922	1.0
18019	12912	1.0
18019	14281	1.0
18019	16476	1.0
18019	16477	1.0
18019	16478	1.0
18019	110794	1.0
18019	17425	1.0
18019	18018	1.0
18019	18019	1.0
18019	54123	1.0
319924	327814	1.0
319924	22343	1.0
319924	270192	0.41426078831584734
319924	12361	1.0
319924	20910	1.0
319924	330863	1.0
319924	11784	1.0
319924	23859	1.0
319924	22342	1.0
319924	108030	1.0
319924	11820	1.0
327814	12361	1.0
327814	22343	1.0
327814	238988	0.41426078831584734
327814	216439	1.0
327814	108030	1.0
327814	71709	0.3507458930771186
327814	327814	1.0
327814	22631	1.0
327814	16924	1.0
327814	12934	1.0
327814	21770	1.0
327814	11487	1.0
327814	13549	1.0
327814	13548	1.0
327814	50523	1.0
327814	16798	1.0
327814	56637	1.0
327814	606496	1.0
327814	237459	1.0
327814	18557	1.0
327814	50772	1.0
327814	68943	1.0
327814	20877	1.0
327814	19280	1.0
327814	19266	1.0
327814	19268	1.0
327814	140887	1.0
327814	18693	1.0
327814	67533	1.0
327814	19024	1.0
327814	76787	1.0
327814	68507	1.0
327814	233977	1.0
18754	66075	0.5317553863432598
18754	21917	0.5317553863432598
18754	11764	0.5317553863432598
18754	12306	0.7529407830188879
18754	18704	0.5317553863432598
18754	12343	0.5317553863432598
18754	53601	0.5317553863432598
18754	15387	0.5317553863432598
18754	21843	0.5317553863432598
18754	11947	0.5317553863432598
18754	24131	1.0
18754	17992	0.5317553863432598
18754	54401	1.0
18754	11740	0.5317553863432598
18754	21937	0.5317553863432598
18754	26417	0.5952702815819886
18754	12259	0.5317553863432598
18754	20779	1.0
18754	15368	0.5317553863432598
18754	59006	0.5317553863432598
18754	15510	0.5317553863432598
18754	16905	0.5317553863432598
18754	16818	0.5317553863432598
18754	20848	1.0
18754	12715	0.5317553863432598
18754	11461	1.0
18754	99412	0.5317553863432598
18754	14812	1.0
18754	26419	0.5317553863432598
18754	15251	0.5317553863432598
18754	26416	0.5317553863432598
18754	27050	0.5317553863432598
18754	13346	0.5317553863432598
18754	21956	0.5317553863432598
18754	21924	0.5317553863432598
18754	67460	0.5317553863432598
18754	18673	0.5317553863432598
18754	11739	0.5952702815819886
18754	14957	0.5317553863432598
18754	12391	0.5317553863432598
18754	18126	0.5317553863432598
18754	231086	0.5317553863432598
18754	22041	0.7529407830188879
